0.0000000000000000E+00	6.9885043033773045E+03	4.0631335223720913E+02	-1.1350415776858239E-01	-4.3111983879923838E-01	7.9918450874812654E+00	1.4291819672831665E-05	0.0000000000000000E+00	
3.0000000000000000E+01	6.9719148455508912E+03	6.4581417521934861E+02	-1.1300207903227348E-01	-6.7472215003748293E-01	7.9734853826625036E+00	1.9183942883717069E-05	2.2033127324231324E-15	
6.0000000000000000E+01	6.9480300256687624E+03	8.8463922258648290E+02	-1.1235299152165557E-01	-9.1741942983281444E-01	7.9468010258662414E+00	2.4087701488951896E-05	1.8360939436859438E-15	
9.0000000000000000E+01	6.9168821872564131E+03	1.1225395339263596E+03	-1.1155714878726025E-01	-1.1588660993544515E+00	7.9118469845126009E+00	2.8957489925960235E-05	1.2240626291239624E-15	
1.2000000000000000E+02	6.8785139816992933E+03	1.3592680684475408E+03	-1.1061656079265626E-01	-1.3987207476351602E+00	7.8686962088835939E+00	3.3725588610620822E-05	2.4481252582479250E-16	
1.5000000000000000E+02	6.8329782255540158E+03	1.5945802388835873E+03	-1.0953525982621867E-01	-1.6366472952081921E+00	7.8174392484006825E+00	3.8330358418331744E-05	8.5684384038677370E-16	
1.8000000000000000E+02	6.7803377237900313E+03	1.8282344331708373E+03	-1.0831864660964829E-01	-1.8723161161122623E+00	7.7581838262633962E+00	4.2745900686879895E-05	9.7925010329917000E-16	
2.1000000000000000E+02	6.7206650589381215E+03	2.0599925224279982E+03	-1.0697225418985420E-01	-2.1054051943519250E+00	7.6910543347175446E+00	4.6987189573970097E-05	4.8962505164958500E-16	
2.4000000000000000E+02	6.6540423454361098E+03	2.2896203513365558E+03	-1.0550081928442291E-01	-2.3356012680284191E+00	7.6161911566607934E+00	5.1088024443756484E-05	1.1016563662115662E-15	
2.7000000000000000E+02	6.5805609514493972E+03	2.5168882055509503E+03	-1.0390803091699957E-01	-2.5626008356801426E+00	7.5337498260116016E+00	5.5082909015651731E-05	1.2240626291239624E-15	
3.0000000000000000E+02	6.5003211932936165E+03	2.7415712528224135E+03	-1.0219660692214075E-01	-2.7861109799498065E+00	7.4439001340659523E+00	5.9001041210109889E-05	1.1016563662115662E-15	
3.3000000000000000E+02	6.4134320071471993E+03	2.9634499575871482E+03	-1.0036859532941689E-01	-3.0058500731152176E+00	7.3468252589469945E+00	6.2855563218430736E-05	7.3443757747437750E-16	
3.6000000000000000E+02	6.3200106004413192E+03	3.1823104696617283E+03	-9.8426016697936700E-02	-3.2215484309654201E+00	7.2427209018743808E+00	6.6635295287956659E-05	2.4481252582479250E-16	
3.9000000000000000E+02	6.2201820844927788E+03	3.3979449866673654E+03	-9.6371453626631465E-02	-3.4329489038499110E+00	7.1317944000829314E+00	7.0317990804042176E-05	9.7925010329917000E-16	
4.2000000000000000E+02	6.1140790904339965E+03	3.6101520898667022E+03	-9.4207993265225040E-02	-3.6398074080494953E+00	7.0142638477415256E+00	7.3896022886939304E-05	1.8360939436859438E-15	
4.5000000000000000E+02	6.0018413691233573E+03	3.8187370536655017E+03	-9.1938576231743785E-02	-3.8418934734177648E+00	6.8903572042808037E+00	7.7385903953613438E-05	9.7925010329917000E-16	
4.8000000000000000E+02	5.8836153744517242E+03	4.0235121267108902E+03	-8.9565481181352991E-02	-4.0389907813787600E+00	6.7603112763712501E+00	8.0810968010025470E-05	9.7925010329917000E-16	
5.1000000000000000E+02	5.7595538327232243E+03	4.2242967804075479E+03	-8.7090475069775158E-02	-4.2308975305503322E+00	6.6243705850603742E+00	8.4179731810861050E-05	1.1016563662115662E-15	
5.4000000000000000E+02	5.6298153043412276E+03	4.4209179238578763E+03	-8.4515339523098462E-02	-4.4174266004064764E+00	6.4827862869202990E+00	8.7484093919273852E-05	0.0000000000000000E+00	
5.7000000000000000E+02	5.4945637417420267E+03	4.6132100881732031E+03	-8.1842222845193130E-02	-4.5984056634397996E+00	6.3358152000768593E+00	9.0708937773560750E-05	1.2240626291239625E-16	
6.0000000000000000E+02	5.3539680437351262E+03	4.8010155817207196E+03	-7.9073809127211486E-02	-4.7736773053527255E+00	6.1837188201107791E+00	9.3832722129674287E-05	6.1203131456198120E-16	
6.3000000000000000E+02	5.2082016072462256E+03	4.9841846148829391E+03	-7.6213611547850321E-02	-4.9430990598307201E+00	6.0267622770156368E+00	9.6820812523686555E-05	3.6721878873718875E-16	
6.6000000000000000E+02	5.0574418801450483E+03	5.1625753935362418E+03	-7.3266397067473552E-02	-5.1065433024846492E+00	5.8652133083157354E+00	9.9625052802709195E-05	1.5912814178611512E-15	
6.9000000000000000E+02	4.9018699188570981E+03	5.3360541828040750E+03	-7.0238481725958687E-02	-5.2638970490063191E+00	5.6993413072957324E+00	1.0219218450737989E-04	8.5684384038677370E-16	
