Time (s), Initial Position (x, y, z), Initial Velocity (vx, vy, vz), Final Position (x, y, z)
0.000000000000, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -19946.988367233487, 11684.423263957098, 43511.217134673760
9.209210003068, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -19954.383863402170, 11668.192054493195, 43513.053474184962
36.742341055588, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -19976.460836781134, 11619.645339608905, 43518.470306339972
82.316865974682, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20012.893135506634, 11539.223433695108, 43527.195023640830
145.465128462495, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20063.145084179374, 11427.658707534360, 43538.786286881630
225.539141892649, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20126.483116378447, 11285.973133286832, 43552.652963077795
321.717238529897, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20201.991598042867, 11115.474418812992, 43568.079520255342
433.012500952982, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20288.592393906933, 10917.750350504675, 43584.256819467162
558.282889162890, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20385.067620904141, 10694.660920136055, 43600.317021873030
696.242959458668, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20490.084940206772, 10448.327805402190, 43615.371160922121
845.477054829277, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20602.224664804300, 10181.120810597344, 43628.547822556386
1004.453831510218, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20720.007906474289, 9895.640947978838, 43639.031333718529
1171.541972642794, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20841.924956642742, 9594.699947595947, 43646.097881913309
1345.026927792602, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20966.463092169983, 9281.296115440884, 43649.148074281053
1523.128506557154, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21092.133020851634, 8958.586607189585, 43647.734589320389
1704.019145728380, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21217.493232900884, 8629.856337143079, 43641.583771719837
1885.842662564240, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21341.171603444647, 8298.483888818961, 43630.610262689203
2066.733301735466, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21461.883695318949, 7967.904926113477, 43614.924035365046
2244.834880500017, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21578.447339303344, 7641.573711826480, 43594.829506827067
2418.319835649826, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21689.793214979087, 7322.923421565508, 43570.816713980159
2585.407976782402, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21794.971316546380, 7015.325986635418, 43543.544858297086
2744.384753463343, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21893.153356380804, 6722.052212632369, 43513.818832510275
2893.618848833951, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21983.631328786578, 6446.232899662635, 43482.559629030671
3031.578919129728, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22065.812619185963, 6190.821639950825, 43450.769783892611
3156.849307339638, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22139.212191850238, 5958.559894430899, 43419.495220863253
3268.144569762723, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22203.442514175356, 5751.944858880370, 43389.785018693699
3364.322666399971, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22258.201969974041, 5573.200530273307, 43362.650722658880
3444.396679830124, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22303.262571944299, 5424.252283527808, 43339.026853996038
3507.544942317937, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22338.457799726439, 5306.705175307982, 43319.734234632713
3553.119467237032, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22363.671362289188, 5221.826111301724, 43305.447639656231
3580.652598289552, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22378.827611872959, 5170.529950709158, 43296.669119448161
3589.861808292620, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22383.884224213845, 5153.369578413613, 43293.708103639241
3589.861808292620, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22383.884224213845, 5153.369578413613, 43293.708103639241
3599.071018295688, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22388.934411000984, 5136.207727163619, 43290.734655069355
3626.604149348208, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22403.994804049267, 5084.889503526471, 43281.770662710325
3672.178674267302, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22428.797262517732, 4999.915817354671, 43266.688625651113
3735.326936755114, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22462.902683333461, 4882.117877178248, 43245.287350493440
3815.400950185268, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22505.712448543836, 4732.651594440262, 43217.308376413079
3911.579046822516, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22556.483958013549, 4552.989497996981, 43182.457919298839
4022.874309245602, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22614.349769434011, 4344.909944236078, 43140.433337227354
4148.144697455509, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22678.339753152275, 4110.483395583328, 43090.952907627543
4286.104767751287, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22747.405571233037, 3852.055557890739, 43033.787544710452
4435.338863121897, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22820.446711755012, 3572.227215813693, 42968.792980382401
4594.315639802838, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22896.337253669892, 3273.830682632380, 42895.940886849668
4761.403780935413, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22973.952507296755, 2959.902882396910, 42815.347435975498
4934.888736085222, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23052.194672879636, 2633.655201025756, 42727.297868363567
5112.990314849773, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23130.016686166662, 2298.440370769690, 42632.265781125454
5293.880954021000, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23206.443476478136, 1957.716780114126, 42530.926032400326
5475.704470856859, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23280.589949106336, 1615.010719388106, 42424.160396231193
5656.595110028085, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23351.675118951651, 1273.877172280331, 42313.055375152348
5834.696688792636, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23419.031963677822, 937.859837496497, 42198.891880277726
6008.181643942446, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23482.112728653661, 610.451107095660, 42083.126809167516
6175.269785075021, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23540.489597450665, 295.052735043104, 41967.366878755543
6334.246561755963, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23593.850834177454, -5.062099739473, 41853.335391939909
6483.480657126571, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23641.992699631195, -286.784695156219, 41742.832919503824
6621.440727422349, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23684.807633202938, -547.204145169880, 41637.693151251886
6746.711115632257, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23722.269366995293, -783.637644771157, 41539.735399493751
6858.006378055343, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23754.415787760947, -993.657477677402, 41450.715413145059
6954.184474692591, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23781.330476493968, -1175.114514807133, 41372.276272232666
7034.258488122744, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23803.123926387176, -1326.158173936610, 41305.901173235092
7097.406750610557, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23819.915460901764, -1445.252894307032, 41252.869881084138
