Time (s), Initial Position (x, y, z), Initial Velocity (vx, vy, vz), Final Position (x, y, z)
7142.981275529652, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23831.816841027310, -1531.191255908140, 41214.220512818603
7170.514406582171, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23838.918463829348, -1583.103916199105, 41190.718133568727
7179.723616585239, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23841.278916083797, -1600.466545286013, 41182.831394370849
7179.723616585239, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23841.278916083797, -1600.466545286013, 41182.831394370849
7188.932826588307, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23843.631903990594, -1617.828672610674, 41174.931757080674
7216.465957640828, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23850.622173491705, -1669.733847532959, 41151.236963857162
7262.040482559922, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23862.045987493319, -1755.640104836794, 41111.762381766304
7325.188745047734, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23877.571526085252, -1874.649707511406, 41056.543510745221
7405.262758477887, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23896.750233096554, -2025.517515422601, 40985.650300625959
7501.440855115136, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23919.032175497839, -2206.662810487834, 40899.206185922878
7612.736117538221, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23943.784905801745, -2416.184657464357, 40797.410878423965
7738.006505748130, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23970.315194696352, -2651.880863241214, 40680.565750751681
7875.966576043907, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23997.892894897977, -2911.270555571442, 40549.100484670162
8025.200671414516, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24025.776111498137, -3191.620337219301, 40403.599550988729
8184.177448095457, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24053.236791860370, -3489.973882749214, 40244.827039232187
8351.265589228033, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24079.585812680663, -3803.184738968871, 40073.748366252337
8524.750544377843, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24104.196635746437, -4127.951972001275, 39891.547464302435
8702.852123142393, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24126.526629430144, -4460.858182344836, 39699.638178988964
8883.742762313619, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24146.135211576318, -4798.409293182192, 39499.668792355296
9065.566279149480, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24162.698061883086, -5137.075416177388, 39293.518820728597
9246.456918320706, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24176.016777781810, -5473.332022381617, 39083.287513740994
9424.558497085256, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24186.023505498164, -5803.700601948894, 38871.273791360880
9598.043452235066, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24192.780264211109, -6124.787991734281, 38659.947689522531
9765.131593367641, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24196.472891000816, -6433.323588573589, 38451.913730300090
9924.108370048583, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24197.399760665965, -6726.193749079952, 38249.866976574835
10073.342465419191, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24195.955668624483, -7000.472801450462, 38056.542859915789
10211.302535714971, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24192.611496314250, -7253.450254480587, 37874.662169565825
10336.572923924878, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24187.890494681127, -7482.653973382222, 37706.872845727696
10447.868186347963, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24182.342209556864, -7685.869287453251, 37555.690418332902
10544.046282985211, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24176.515220090543, -7861.154185205184, 37423.439061365403
10624.120296415364, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24170.929956082382, -8006.850921409102, 37312.195283319910
10687.268558903177, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24166.052892477033, -8121.594491696063, 37223.736240585909
10732.843083822272, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24162.273383158768, -8204.318510689865, 37159.494540536893
10760.376214874792, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24159.884289626767, -8254.259050553332, 37120.521197439833
10769.585424877860, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24159.067386136310, -8270.956955715590, 37107.458124142366
10769.585424877860, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24159.067386136310, -8270.956955715590, 37107.458124142366
10778.794634880927, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24158.241549349288, -8287.651801744094, 37094.381325837989
10806.327765933447, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24155.719188676710, -8337.546705240713, 37055.203232839551
10851.902290852542, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24151.368129733095, -8420.074998342196, 36990.083413374850
10915.050553340354, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24144.975921589135, -8534.299688291205, 36899.296543220269
10995.124566770508, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24136.261310756247, -8678.924636919917, 36783.244992631364
11091.302663407756, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24124.889740162074, -8852.310198000934, 36642.475455620188
11202.597925830842, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24110.492323852886, -9052.493271985726, 36477.698674859181
11327.868314040750, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24092.687613167924, -9277.211690888031, 36289.811108441943
11465.828384336528, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24071.105351648526, -9523.932777500871, 36079.917222159755
11615.062479707136, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24045.411317678594, -9789.885832625067, 35849.350979535280
11774.039256388078, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -24015.332279510731, -10072.098193737855, 35599.695046641988
11941.127397520653, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23980.680040581497, -10367.434383112086, 35332.796233053770
12114.612352670461, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23941.373537409661, -10672.637729639397, 35050.775755667026
12292.713931435013, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23897.457971220785, -10984.373715344167, 34756.033038354763
12473.604570606240, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23849.120010648014, -11299.274175240798, 34451.241945324851
12655.428087442098, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23796.698198641967, -11613.981379248260, 34139.338585623031
12836.318726613325, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23740.687833286363, -11925.190959109252, 33823.500114380375
13014.420305377877, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23681.739769338601, -12229.692622814049, 33507.114284999443
13187.905260527685, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23620.652802878445, -12524.407633369532, 33193.739865156364
13354.993401660260, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23558.359550992696, -12806.422124429833, 32887.058405782671
13513.970178341202, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23495.906014721357, -13073.015484714502, 32590.818231592002
13663.204273711810, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23434.425306323021, -13321.683263391613, 32308.771888101248
13801.164344007588, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23375.106318058020, -13550.154320606074, 32044.608616325091
13926.434732217496, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23319.158393260244, -13756.402255530438, 31801.883715045264
14037.729994640582, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23267.773313693222, -13938.651467007556, 31583.946875329515
14133.908091277830, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23222.086121564014, -14095.378512549965, 31393.871718406313
14213.982104707982, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23183.136432433661, -14225.309701136581, 31234.388824949510
14277.130367195796, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23151.831951578941, -14327.416055444834, 31107.824504413697
14322.704892114891, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23128.915870562716, -14400.906885606748, 31016.047415437639
14350.238023167411, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23114.939688384497, -14445.223212855275, 30960.424915987307
14359.447233170478, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23110.242775373230, -14460.032161926130, 30941.790703657112
14359.447233170478, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23110.242775373230, -14460.032161926130, 30941.790703657112
14368.656443173546, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23105.534724202938, -14474.834141342793, 30923.141575641926
14396.189574226066, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23091.392382644328, -14519.046494805445, 30867.296563764143
14441.764099145161, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23067.763684370591, -14592.091400649086, 30774.565177153847
14504.912361632973, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -23034.570089144949, -14693.015583885406, 30645.471091790485
14584.986375063127, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22991.718628058166, -14820.504903460864, 30480.763378900800
14681.164471700375, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22939.118152032603, -14972.904653071197, 30281.431217904945
14792.459734123460, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22876.699181985125, -15148.245426024789, 30048.721130169597
14917.730122333369, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22804.436606305320, -15344.274314223983, 29784.155554719779
15055.690192629147, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22722.374333423744, -15558.491106975820, 29489.551414977814
15204.924287999755, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22630.650888071166, -15788.189026369550, 29167.037203862455
15363.901064680696, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22529.524843572992, -16030.499384236165, 28819.067049357505
15530.989205813272, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22419.398913768753, -16282.439375954762, 28448.430218801132
15704.474160963080, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22300.841491859013, -16540.962046284731, 28058.254581112527
15882.575739727632, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22174.604424916179, -16803.007282784660, 27652.002673760744
16063.466378898858, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -22041.635857290723, -17065.552526946740, 27233.459215420778
16245.289895734715, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21903.087068786248, -17325.661758247963, 26806.709163614269
16426.180534905943, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21760.312378556937, -17580.531220066994, 26376.105734164616
16604.282113670495, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21614.861386003860, -17827.530337716307, 25946.228167839603
16777.767068820303, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21468.463075946311, -18064.236345595320, 25521.829437415570
16944.855209952879, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21323.001624145130, -18288.461307409805, 25107.774520222196
17103.831986633821, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21180.484093733772, -18498.270489447783, 24708.970298157958
17253.066082004429, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -21043.000601183627, -18691.991432334158, 24330.288567566200
17391.026152300205, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20912.677934721338, -18868.213550544580, 23976.484022030454
17516.296540510113, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20791.628006248280, -19025.778647184539, 23652.109389119334
17627.591802933202, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20681.892883427474, -19163.763326584056, 23361.430136749877
17723.769899570449, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20585.388453212418, -19281.454869600537, 23108.341300060023
17803.843913000601, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20503.848983620079, -19378.322648638492, 22896.289005700750
17866.992175488413, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20438.774952382253, -19453.987541938743, 22728.199184907837
17912.566700407508, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20391.386481201895, -19508.192006456178, 22606.415774601821
17940.099831460029, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20362.584543978992, -19540.773447070736, 22532.650418468420
17949.309041463097, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20352.921809079253, -19551.643260613026, 22507.945313348468
17949.309041463097, -19946.988367233487, 11684.423263957098, 43511.217134673760, -0.803367495870, -1.762325494392, 0.200043952127, -20352.921809079253, -19551.643260613026, 22507.945313348468
